uav_id,x,y,z,bs_id,subcarrier,csi_real,csi_imag
2,0.0,6.0,100,0,43,-0.019267345927896903,0.0009188683402402961
2,0.0,6.0,100,0,44,-0.018664908393668706,-0.0035193839935268472
2,0.0,6.0,100,0,45,0.019291609650127772,-0.007653141022034961
2,0.0,6.0,100,0,46,-0.0047576299824307385,0.005811379892054511
2,0.0,6.0,100,0,47,0.0037695055770199763,-0.0008555884077651957
2,0.0,6.0,100,0,48,-0.002570656657067634,-0.016312803822790645
2,0.0,6.0,100,0,49,-0.014755728871642436,-0.008702537733274344
2,0.0,6.0,100,0,50,-0.0006314297443771624,0.007887463762106011
2,0.0,6.0,100,0,51,0.00021717147563477158,0.007546830855616196
2,0.0,6.0,100,0,52,0.005763406955034717,0.00846376265917083
2,0.0,6.0,100,0,53,0.010729692814738836,0.009479993853506332
2,0.0,6.0,100,0,54,0.009966721925064329,0.0021905958198031057
2,0.0,6.0,100,0,55,0.010092721253852337,-0.00432489924793348
2,0.0,6.0,100,0,56,0.012551811076922655,-0.000602689929578578
2,0.0,6.0,100,0,57,-0.018449507338722654,-0.011375323691913788
2,0.0,6.0,100,0,58,0.0011497891582138628,-0.008076645082809052
2,0.0,6.0,100,0,59,0.0004286374666461579,-0.004597619182079023
2,0.0,6.0,100,0,60,-0.017531221478701214,-0.01673020773096126
2,0.0,6.0,100,0,61,-0.004095367692110655,-0.021053270891945027
2,0.0,6.0,100,0,62,-0.004066306581559544,0.001614009316199304
2,0.0,6.0,100,0,63,-0.02208625913718749,-0.007781807363494505
2,0.0,6.0,100,1,0,0.008039017853252265,0.009190823112964938
2,0.0,6.0,100,1,1,0.008787267434119006,-0.004586359913704816
2,0.0,6.0,100,1,2,0.004414378128016165,-0.021175698259120822
2,0.0,6.0,100,1,3,0.0020568314504945287,0.009982200094353466
2,0.0,6.0,100,1,4,-0.0019529552005473935,-0.011778952232821228
2,0.0,6.0,100,1,5,-0.012707146968913952,-0.006220511773022618
2,0.0,6.0,100,1,6,-0.0080892738737409,-0.010538380003166398
2,0.0,6.0,100,1,7,-0.0054430057979479776,-0.014330250595679236
2,0.0,6.0,100,1,8,0.008360195943643733,-0.002708225043024716
2,0.0,6.0,100,1,9,-0.004218636003137618,0.004728375589912211
2,0.0,6.0,100,1,10,0.005891341928578666,-0.0004713437180105183
2,0.0,6.0,100,1,11,0.006175742995999631,0.011635121239058632
2,0.0,6.0,100,1,12,0.0013335577308924717,-0.003938168200187731
2,0.0,6.0,100,1,13,0.011217301574497988,0.00397762763170211
2,0.0,6.0,100,1,14,0.005210464006879032,-0.000579870495630071
2,0.0,6.0,100,1,15,-0.0009769140256364844,0.02198013777976112
2,0.0,6.0,100,1,16,0.0008480022854920766,0.0279831747090335
2,0.0,6.0,100,1,17,-0.0038595777300137447,-0.001766860631745262
2,0.0,6.0,100,1,18,-0.006809863681731796,0.003259672767787477
2,0.0,6.0,100,1,19,0.0016279554046260852,0.015802488460795794
2,0.0,6.0,100,1,20,0.002930779587916443,0.011924166275815334
2,0.0,6.0,100,1,21,-0.005723878296274297,0.014520841524539894
2,0.0,6.0,100,1,22,-0.0006010558648281358,-0.0030362993807577974
2,0.0,6.0,100,1,23,0.006981559242855091,0.0020737355912408624
2,0.0,6.0,100,1,24,0.007099362664049367,-0.007963169475980799
2,0.0,6.0,100,1,25,0.004366750151339642,-0.004873368693801943
2,0.0,6.0,100,1,26,-0.016132638740176952,-0.012859637179777887
2,0.0,6.0,100,1,27,0.003686361030901265,0.005481604270643711
2,0.0,6.0,100,1,28,0.006894819753269923,0.01574750574804162
2,0.0,6.0,100,1,29,-0.005731109430373553,-0.020241634315346306
2,0.0,6.0,100,1,30,-0.008496874073608994,0.0016118408788246084
2,0.0,6.0,100,1,31,-0.015258687205846196,0.01364808139775129
2,0.0,6.0,100,1,32,-0.008475805464809616,0.013367408912170435
2,0.0,6.0,100,1,33,-0.0042113474479946135,-0.0005189732367720663
2,0.0,6.0,100,1,34,-0.0029695307154165313,-0.0005331374672646589
2,0.0,6.0,100,1,35,-0.009244405070984606,0.00699198494467377
2,0.0,6.0,100,1,36,-0.01284090159278219,0.0007637993741172598
2,0.0,6.0,100,1,37,0.004591904094822345,0.016798334526038343
2,0.0,6.0,100,1,38,-0.00026582407996865573,-0.0006985687010317697
2,0.0,6.0,100,1,39,0.0003349820034771836,0.015783126190085116
2,0.0,6.0,100,1,40,0.0012086963804021243,-0.026790666883692228
2,0.0,6.0,100,1,41,-0.0018437671578527815,-0.015031254881991555
2,0.0,6.0,100,1,42,-0.003940873209324772,0.011534516752197039
2,0.0,6.0,100,1,43,0.00811510068712748,0.0310900192063873
2,0.0,6.0,100,1,44,0.0036399024169269743,0.0009158812574509673
2,0.0,6.0,100,1,45,-0.00413612778548179,0.0013466326291431301
2,0.0,6.0,100,1,46,0.007218229633979049,-0.009803382602515967
2,0.0,6.0,100,1,47,0.005310320149806981,0.0010126302689113078
2,0.0,6.0,100,1,48,-0.016455281073212497,0.003316541917664971
2,0.0,6.0,100,1,49,-0.022797030218862865,0.014309593304947826
2,0.0,6.0,100,1,50,-0.008543176679111163,-0.01625764662952497
2,0.0,6.0,100,1,51,0.0054545690042733415,-0.014016160321566865
2,0.0,6.0,100,1,52,0.0027859651659790674,0.005562898546213069
2,0.0,6.0,100,1,53,0.006242747244496442,0.001969244405996329
2,0.0,6.0,100,1,54,-0.006617202063201362,0.010877282103266129
2,0.0,6.0,100,1,55,-0.0036701440994885474,-0.0006488107252401229
2,0.0,6.0,100,1,56,-0.00043880445067506833,-0.001102987087189813
2,0.0,6.0,100,1,57,-0.005445398973907669,-0.001953393518960431
2,0.0,6.0,100,1,58,0.0032710200511303265,0.003924134609757476
2,0.0,6.0,100,1,59,0.006893843856603146,-0.0020632882676379777
2,0.0,6.0,100,1,60,6.647833840762385e-05,-0.004958161059232096
2,0.0,6.0,100,1,61,0.014272034310051486,-0.0005894441977826972
2,0.0,6.0,100,1,62,0.004057585524406247,-0.01467259543984215
2,0.0,6.0,100,1,63,-0.002341500774506061,-0.00686269385753552
3,0.0,9.0,100,0,0,0.007440140454189564,0.006226662823283636
3,0.0,9.0,100,0,1,0.010804021763168763,-0.012267956021462058
3,0.0,9.0,100,0,2,-0.002039498124428093,-0.01333346550231282
3,0.0,9.0,100,0,3,-0.011866950709110957,0.002289361310604724
3,0.0,9.0,100,0,4,-0.0029693068201730186,-0.005138369285497409
